ADDRESSLINE1,CITY,CONTACTFIRSTNAME,CONTACTLASTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH_ID,MSRP,ORDERDATE,ORDERLINENUMBER,ORDERNUMBER,PHONE,PRICEEACH,PRODUCTCODE,PRODUCTLINE,QTR_ID,QUANTITYORDERED,SALES,STATUS,TERRITORY2,YEAR_ID
4092 Furth Circle,NYC,Jeff,Young,USA,Muscle Machine Inc,Small,12,92,12/2/2003 0:00,5,10204,2125557413,85.59,S18_4409,Vintage Cars,4,29,2482.11,Shipped,NORTHAME,2003
120 Hanover Sq.,London,Thomas,Hardy,UK,"Double Decker Gift Stores, Ltd",Medium,1,92,1/22/2004 0:00,1,10213,(171) 555-7555,94.79,S18_4409,Vintage Cars,1,38,3602.02,Shipped,EMEA,2004
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Medium,3,92,3/2/2004 0:00,11,10227,78.32.5555,100.0,S18_4409,Vintage Cars,1,34,3566.94,Shipped,EMEA,2004
"24, place Kluber",Strasbourg,Frederique,Citeaux,France,Mini Caravy,Medium,4,92,4/13/2004 0:00,3,10241,88.60.1555,90.19,S18_4409,Vintage Cars,2,42,3787.98,Shipped,EMEA,2004
Via Monte Bianco 34,Torino,Paolo,Accorti,Italy,Amica Models & Co.,Medium,8,92,8/17/2004 0:00,17,10280,011-4988555,100.0,S18_4409,Vintage Cars,3,35,3704.05,Shipped,EMEA,2004
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Small,9,92,9/1/2004 0:00,6,10288,+65 224 1555,80.99,S18_4409,Vintage Cars,3,35,2834.65,Shipped,ASIA,2004
Berkeley Gardens 12  Brewery,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.",Medium,10,92,10/6/2003 0:00,2,10302,(171) 555-2282,89.27,S18_4409,Vintage Cars,4,38,3392.26,Shipped,EMEA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,10,92,10/16/2004 0:00,1,10311,(91) 555 94 44,81.91,S18_4409,Vintage Cars,4,41,3358.31,Shipped,EMEA,2004
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Large,11,92,11/17/2004 0:00,2,10332,(171) 555-1555,100.0,S18_4409,Vintage Cars,4,50,7310.0,Shipped,EMEA,2004
"12, rue des Bouchers",Marseille,Laurence,Lebihan,France,Marseille Mini Autos,Small,11,92,11/25/2004 0:00,4,10344,91.24.4555,100.0,S18_4409,Vintage Cars,4,21,2203.11,Shipped,EMEA,2004
78934 Hillside Dr.,Pasadena,Julie,Young,USA,Toys4GrownUps.com,Small,1,92,1/12/2005 0:00,8,10367,6265557265,62.72,S18_4409,Vintage Cars,1,43,2696.96,Resolved,NORTHAME,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,2,92,2/16/2005 0:00,1,10380,(91) 555 94 44,100.0,S18_4409,Vintage Cars,1,32,3376.64,Shipped,EMEA,2005
3086 Ingle Ln.,San Jose,Sue,Frick,USA,The Sharp Gifts Warehouse,Small,4,92,4/22/2005 0:00,3,10407,4085553659,90.19,S18_4409,Vintage Cars,2,6,541.14,On Hold,NORTHAME,2005
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Medium,5,92,5/29/2005 0:00,6,10420,+61 2 9495 8555,92.95,S18_4409,Vintage Cars,2,66,6134.7,In Process,AUSTRALIA,2005
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Medium,2,87,2/11/2003 0:00,10,10105,31 12 3555,82.5,S18_4522,Vintage Cars,1,41,3382.5,Shipped,EMEA,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Small,4,87,4/16/2003 0:00,4,10117,+65 221 7555,97.42,S18_4522,Vintage Cars,2,23,2240.66,Shipped,ASIA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,6,87,6/6/2003 0:00,1,10128,(91) 555 94 44,92.16,S18_4522,Vintage Cars,2,43,3962.88,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,8,87,8/8/2003 0:00,7,10142,4155551450,70.22,S18_4522,Vintage Cars,3,24,1685.28,Shipped,NORTHAME,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,9,87,9/28/2003 0:00,6,10153,(91) 555 94 44,83.38,S18_4522,Vintage Cars,3,22,1834.36,Shipped,EMEA,2003
1785 First Street,New Bedford,Violeta,Benitez,USA,FunGiftIdeas.com,Small,10,87,10/21/2003 0:00,1,10166,5085552555,73.73,S18_4522,Vintage Cars,4,26,1916.98,Shipped,NORTHAME,2003
"Merchants House, 27-30 Merchant's Quay",Madrid,Jesus,Fernandez,Spain,CAF Imports,Small,11,87,11/7/2003 0:00,8,10177,+34 913 728 555,74.6,S18_4522,Vintage Cars,4,35,2611.0,Shipped,EMEA,2003
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Medium,11,87,11/14/2003 0:00,8,10185,5085559555,77.24,S18_4522,Vintage Cars,4,47,3630.28,Shipped,NORTHAME,2003
"Rambla de Catalu¤a, 23",Barcelona,Eduardo,Saavedra,Spain,Enaco Distributors,Medium,11,87,11/26/2003 0:00,14,10197,(93) 203 4555,100.0,S18_4522,Vintage Cars,4,50,5090.5,Shipped,EMEA,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Medium,1,87,1/2/2004 0:00,8,10208,78.32.5555,87.77,S18_4522,Vintage Cars,1,45,3949.65,Shipped,EMEA,2004
Rue Joseph-Bens 532,Bruxelles,Catherine,Dewey,Belgium,Petit Auto,Medium,2,87,2/18/2004 0:00,2,10221,(02) 5554 67,89.53,S18_4522,Vintage Cars,1,39,3491.67,Shipped,EMEA,2004
Garden House Crowther Way,Cowes,Helen,Bennett,UK,giftsbymail.co.uk,Small,3,87,3/20/2004 0:00,5,10232,(198) 555-8888,89.53,S18_4522,Vintage Cars,1,23,2059.19,Shipped,EMEA,2004
897 Long Airport Avenue,NYC,Kwai,Yu,USA,Land of Toys Inc.,Medium,5,87,5/7/2004 0:00,11,10248,2125557818,75.48,S18_4522,Vintage Cars,2,42,3170.16,Cancelled,NORTHAME,2004
43 rue St. Laurent,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Small,6,87,6/17/2004 0:00,9,10261,(514) 555-8054,89.53,S18_4522,Vintage Cars,2,20,1790.6,Shipped,NORTHAME,2004
Rue Joseph-Bens 532,Bruxelles,Catherine,Dewey,Belgium,Petit Auto,Small,7,87,7/21/2004 0:00,12,10273,(02) 5554 67,71.09,S18_4522,Vintage Cars,3,33,2345.97,Shipped,EMEA,2004
23 Tsawassen Blvd.,Tsawassen,Elizabeth,Lincoln,Canada,"Royal Canadian Collectables, Ltd.",Medium,8,87,8/20/2004 0:00,14,10283,(604) 555-4555,100.0,S18_4522,Vintage Cars,3,34,3580.88,Shipped,NORTHAME,2004
Via Monte Bianco 34,Torino,Paolo,Accorti,Italy,Amica Models & Co.,Medium,9,87,9/9/2004 0:00,3,10293,011-4988555,100.0,S18_4522,Vintage Cars,3,49,4946.06,Shipped,EMEA,2004
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Medium,10,87,10/14/2004 0:00,8,10306,(171) 555-1555,90.4,S18_4522,Vintage Cars,4,39,3525.6,Shipped,EMEA,2004
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,10,87,10/29/2004 0:00,7,10315,40.67.8555,100.0,S18_4522,Vintage Cars,4,36,3602.16,Shipped,EMEA,2004
Berguvsvgen  8,Lule,Christina,Berglund,Sweden,"Volvo Model Replicas, Co",Medium,11,87,11/9/2004 0:00,5,10326,0921-12 3555,86.01,S18_4522,Vintage Cars,4,50,4300.5,Shipped,EMEA,2004
5905 Pompton St.,NYC,Maria,Hernandez,USA,Classic Legends Inc.,Medium,11,87,11/21/2004 0:00,2,10337,2125558493,100.0,S18_4522,Vintage Cars,4,29,4498.19,Shipped,NORTHAME,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,87,12/2/2004 0:00,3,10350,(91) 555 94 44,100.0,S18_4522,Vintage Cars,4,30,3023.1,Shipped,EMEA,2004
2-2-8 Roppongi,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd",Medium,1,87,1/26/2005 0:00,7,10372,+81 3 3584 0555,86.89,S18_4522,Vintage Cars,1,41,3562.49,Shipped,ASIA,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,2,87,2/22/2005 0:00,7,10383,(91) 555 94 44,58.58,S18_4522,Vintage Cars,1,28,1640.24,Shipped,EMEA,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,87,3/23/2005 0:00,5,10396,4155551450,100.0,S18_4522,Vintage Cars,1,45,4739.4,Shipped,NORTHAME,2005
8616 Spinnaker Dr.,Boston,Juri,Yoshido,USA,Gifts4AllAges.com,Small,5,87,5/6/2005 0:00,11,10414,6175559555,75.48,S18_4522,Vintage Cars,2,16,1207.68,On Hold,NORTHAME,2005
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,1,121,1/29/2003 0:00,5,10103,07-98 9555,100.0,S18_4600,Trucks and Buses,1,36,4228.2,Shipped,EMEA,2003
"265, boulevard Charonne",Paris,Marie,Bertrand,France,"La Corne D'abondance, Co.",Medium,4,121,4/1/2003 0:00,9,10114,(1) 42.34.2555,100.0,S18_4600,Trucks and Buses,2,41,4815.45,Shipped,EMEA,2003
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Large,5,121,5/28/2003 0:00,5,10126,(91) 555 22 82,100.0,S18_4600,Trucks and Buses,2,50,7083.0,Shipped,EMEA,2003
9408 Furth Circle,Burlingame,Juri,Hirano,USA,Technics Stores Inc.,Medium,7,121,7/24/2003 0:00,5,10140,6505556809,100.0,S18_4600,Trucks and Buses,3,40,4601.2,Shipped,NORTHAME,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,9,121,9/19/2003 0:00,2,10150,+65 221 7555,100.0,S18_4600,Trucks and Buses,3,49,6467.02,Shipped,ASIA,2003
Kirchgasse 6,Graz,Roland,Mendel,Austria,Mini Auto Werke,Medium,10,121,10/21/2003 0:00,3,10164,7675-3555,100.0,S18_4600,Trucks and Buses,4,45,5012.55,Resolved,EMEA,2003
35 King George,London,Ann,Brown,UK,"Stylish Desk Decors, Co.",Medium,11,121,11/6/2003 0:00,10,10175,(171) 555-0297,100.0,S18_4600,Trucks and Buses,4,47,5121.59,Shipped,EMEA,2003
782 First Street,Philadelphia,Francisca,Cervantes,USA,"Classic Gift Ideas, Inc",Small,11,121,11/13/2003 0:00,2,10183,2155554695,100.0,S18_4600,Trucks and Buses,4,21,2441.04,Shipped,NORTHAME,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Medium,11,121,11/25/2003 0:00,5,10194,78.32.5555,100.0,S18_4600,Trucks and Buses,4,32,4262.08,Shipped,EMEA,2003
6251 Ingle Ln.,Boston,Valarie,Franco,USA,Diecast Collectables,Medium,12,121,12/9/2003 0:00,16,10207,6175552555,100.0,S18_4600,Trucks and Buses,4,47,6658.02,Shipped,NORTHAME,2003
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Medium,2,121,2/4/2004 0:00,5,10217,+65 224 1555,100.0,S18_4600,Trucks and Buses,1,38,4509.08,Shipped,ASIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,121,3/11/2004 0:00,10,10229,4155551450,100.0,S18_4600,Trucks and Buses,1,41,4716.23,Shipped,NORTHAME,2004
567 North Pendale Street,New Haven,Leslie,Murphy,USA,Super Scale Inc.,Small,5,121,5/4/2004 0:00,3,10245,2035559545,100.0,S18_4600,Trucks and Buses,2,21,2390.22,Shipped,NORTHAME,2004
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Medium,6,121,6/15/2004 0:00,13,10259,+65 224 1555,100.0,S18_4600,Trucks and Buses,2,41,4666.62,Shipped,ASIA,2004
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Medium,7,121,7/19/2004 0:00,3,10270,+61 2 9495 8555,100.0,S18_4600,Trucks and Buses,3,38,5383.08,Shipped,AUSTRALIA,2004
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Small,8,121,8/19/2004 0:00,10,10281,2155551555,99.29,S18_4600,Trucks and Buses,3,25,2482.25,Shipped,NORTHAME,2004
?kergatan 24,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Medium,9,121,9/8/2004 0:00,5,10291,0695-34 6555,100.0,S18_4600,Trucks and Buses,3,48,5288.64,Shipped,EMEA,2004
39323 Spinnaker Dr.,Cambridge,Marta,Hernandez,USA,Marta's Replicas Co.,Small,10,121,10/13/2004 0:00,14,10305,6175558555,99.29,S18_4600,Trucks and Buses,4,22,2184.38,Shipped,NORTHAME,2004
1900 Oak St.,Vancouver,Yoshi,Tannamuri,Canada,Canadian Gift Exchange Network,Small,10,121,10/22/2004 0:00,8,10313,(604) 555-3392,100.0,S18_4600,Trucks and Buses,4,28,2881.76,Shipped,NORTHAME,2004
Lyonerstr. 34,Frankfurt,Roland,Keitel,Germany,"Blauer See Auto, Co.",Medium,11,121,11/5/2004 0:00,1,10323,+49 69 66 90 2555,100.0,S18_4600,Trucks and Buses,4,47,6203.06,Shipped,EMEA,2004
Berguvsvgen  8,Lule,Christina,Berglund,Sweden,"Volvo Model Replicas, Co",Medium,11,121,11/19/2004 0:00,4,10334,0921-12 3555,100.0,S18_4600,Trucks and Buses,4,49,6763.47,On Hold,EMEA,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Medium,11,121,11/29/2004 0:00,4,10347,03 9520 4555,100.0,S18_4600,Trucks and Buses,4,45,5884.65,Shipped,AUSTRALIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,12,121,12/10/2004 0:00,2,10357,4155551450,100.0,S18_4600,Trucks and Buses,4,28,3559.64,Shipped,NORTHAME,2004
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,1,121,1/20/2005 0:00,6,10370,02 9936 8555,57.53,S18_4600,Trucks and Buses,1,29,1668.37,Shipped,AUSTRALIA,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,2,121,2/17/2005 0:00,1,10382,4155551450,100.0,S18_4600,Trucks and Buses,1,39,4890.6,Shipped,NORTHAME,2005
43 rue St. Laurent,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Medium,5,121,5/1/2005 0:00,3,10411,(514) 555-8054,100.0,S18_4600,Trucks and Buses,2,46,5235.72,Shipped,NORTHAME,2005
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,5,121,5/31/2005 0:00,13,10425,40.67.8555,100.0,S18_4600,Trucks and Buses,2,38,4325.16,In Process,EMEA,2005
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Small,1,50,1/29/2003 0:00,9,10103,07-98 9555,47.29,S18_4668,Vintage Cars,1,41,1938.89,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,3,50,3/26/2003 0:00,3,10113,4155551450,49.81,S18_4668,Vintage Cars,1,50,2490.5,Shipped,NORTHAME,2003
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Small,5,50,5/28/2003 0:00,9,10126,(91) 555 22 82,53.83,S18_4668,Vintage Cars,2,43,2314.69,Shipped,EMEA,2003
9408 Furth Circle,Burlingame,Juri,Hirano,USA,Technics Stores Inc.,Small,7,50,7/24/2003 0:00,9,10140,6505556809,43.27,S18_4668,Vintage Cars,3,29,1254.83,Shipped,NORTHAME,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Small,9,50,9/19/2003 0:00,6,10150,+65 221 7555,42.76,S18_4668,Vintage Cars,3,30,1282.8,Shipped,ASIA,2003
Kirchgasse 6,Graz,Roland,Mendel,Austria,Mini Auto Werke,Small,10,50,10/21/2003 0:00,7,10164,7675-3555,53.83,S18_4668,Vintage Cars,4,25,1345.75,Resolved,EMEA,2003
31 Duncan St. West End,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co",Small,11,50,11/6/2003 0:00,2,10174,61-7-3844-6555,44.78,S18_4668,Vintage Cars,4,49,2194.22,Shipped,AUSTRALIA,2003
782 First Street,Philadelphia,Francisca,Cervantes,USA,"Classic Gift Ideas, Inc",Small,11,50,11/13/2003 0:00,6,10183,2155554695,49.3,S18_4668,Vintage Cars,4,40,1972.0,Shipped,NORTHAME,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Small,11,50,11/25/2003 0:00,9,10194,78.32.5555,44.78,S18_4668,Vintage Cars,4,41,1835.98,Shipped,EMEA,2003
1900 Oak St.,Vancouver,Yoshi,Tannamuri,Canada,Canadian Gift Exchange Network,Small,12,50,12/5/2003 0:00,4,10206,(604) 555-3392,53.33,S18_4668,Vintage Cars,4,21,1119.93,Shipped,NORTHAME,2003
3675 Furth Circle,Burbank,Steve,Thompson,USA,West Coast Collectables Co.,Small,1,50,1/29/2004 0:00,1,10215,3105553722,45.28,S18_4668,Vintage Cars,1,46,2082.88,Shipped,NORTHAME,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,3,50,3/11/2004 0:00,14,10229,4155551450,40.25,S18_4668,Vintage Cars,1,39,1569.75,Shipped,NORTHAME,2004
567 North Pendale Street,New Haven,Leslie,Murphy,USA,Super Scale Inc.,Small,5,50,5/4/2004 0:00,7,10245,2035559545,59.87,S18_4668,Vintage Cars,2,45,2694.15,Shipped,NORTHAME,2004
2-2-8 Roppongi,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd",Small,6,50,6/15/2004 0:00,4,10258,+81 3 3584 0555,59.87,S18_4668,Vintage Cars,2,21,1257.27,Shipped,ASIA,2004
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Small,7,50,7/19/2004 0:00,7,10270,+61 2 9495 8555,58.36,S18_4668,Vintage Cars,3,44,2567.84,Shipped,AUSTRALIA,2004
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Small,8,50,8/19/2004 0:00,14,10281,2155551555,59.87,S18_4668,Vintage Cars,3,44,2634.28,Shipped,NORTHAME,2004
?kergatan 24,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Small,9,50,9/8/2004 0:00,9,10291,0695-34 6555,51.82,S18_4668,Vintage Cars,3,29,1502.78,Shipped,EMEA,2004
"67, avenue de l'Europe",Versailles,Daniel,Tonini,France,Auto Assoc. & Cie.,Small,10,50,10/11/2004 0:00,4,10304,30.59.8555,49.3,S18_4668,Vintage Cars,4,34,1676.2,Shipped,EMEA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,10,50,10/21/2004 0:00,1,10312,4155551450,56.85,S18_4668,Vintage Cars,4,39,2217.15,Shipped,NORTHAME,2004
2678 Kingston Rd.,NYC,Michael,Frick,USA,Vitachrome Inc.,Medium,11,50,11/5/2004 0:00,6,10324,2125551500,100.0,S18_4668,Vintage Cars,4,38,6832.02,Shipped,NORTHAME,2004
5557 North Pendale Street,San Francisco,Julie,Murphy,USA,Mini Wheels Co.,Small,11,50,11/18/2004 0:00,8,10333,6505555787,79.86,S18_4668,Vintage Cars,4,24,1916.64,Shipped,NORTHAME,2004
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Large,11,50,11/1/2004 0:00,6,10348,(91) 555 22 82,100.0,S18_4668,Vintage Cars,4,29,7110.8,Shipped,EMEA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,50,12/10/2004 0:00,8,10358,(91) 555 94 44,100.0,S18_4668,Vintage Cars,4,30,5302.8,Shipped,EMEA,2004
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,1,50,1/20/2005 0:00,2,10370,02 9936 8555,100.0,S18_4668,Vintage Cars,1,20,2730.0,Shipped,AUSTRALIA,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Large,2,50,2/17/2005 0:00,2,10382,4155551450,100.0,S18_4668,Vintage Cars,1,39,7827.3,Shipped,NORTHAME,2005
43 rue St. Laurent,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Small,5,50,5/1/2005 0:00,7,10411,(514) 555-8054,59.87,S18_4668,Vintage Cars,2,35,2095.45,Shipped,NORTHAME,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,5,50,5/31/2005 0:00,4,10424,(91) 555 94 44,59.87,S18_4668,Vintage Cars,2,26,1556.62,In Process,EMEA,2005
15 McCallum Street - NatWest Center #13-03,Makati City,Arnold,Cruz,Philippines,Cruz & Sons Co.,Medium,3,148,3/3/2003 0:00,11,10108,+63 2 555 3587,100.0,S18_4721,Classic Cars,1,44,5565.12,Shipped,ASIA,2003
"12, rue des Bouchers",Marseille,Laurence,Lebihan,France,Marseille Mini Autos,Medium,5,148,5/8/2003 0:00,15,10122,91.24.4555,100.0,S18_4721,Classic Cars,2,28,3583.16,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,7,148,7/2/2003 0:00,12,10135,4155551450,100.0,S18_4721,Classic Cars,3,31,4705.18,Shipped,NORTHAME,2003
2440 Pompton St.,Glendale,Dan,Lewis,USA,Gift Ideas Corp.,Medium,9,148,9/3/2003 0:00,1,10146,2035554407,100.0,S18_4721,Classic Cars,3,29,4444.54,Shipped,NORTHAME,2003
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Medium,10,148,10/10/2003 0:00,7,10159,6505551386,100.0,S18_4721,Classic Cars,4,32,4618.88,Shipped,NORTHAME,2003
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,11,148,11/4/2003 0:00,7,10169,02 9936 8555,100.0,S18_4721,Classic Cars,4,33,4910.4,Shipped,AUSTRALIA,2003
"184, chausse de Tournai",Lille,Martine,Rance,France,Daedalus Designs Imports,Medium,11,148,11/11/2003 0:00,2,10180,20.16.1555,100.0,S18_4721,Classic Cars,4,44,5565.12,Shipped,EMEA,2003
Mehrheimerstr. 369,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,11,148,11/20/2003 0:00,8,10191,0221-5554327,100.0,S18_4721,Classic Cars,4,32,4237.76,Shipped,EMEA,2003
"25, rue Lauriston",Paris,Dominique,Perrier,France,Auto Canal Petit,Medium,1,148,1/15/2004 0:00,7,10211,(1) 47.55.6555,100.0,S18_4721,Classic Cars,1,41,5673.58,Shipped,EMEA,2004
Grenzacherweg 237,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd",Medium,2,148,2/22/2004 0:00,14,10225,0897-034555,100.0,S18_4721,Classic Cars,1,35,5260.15,Shipped,EMEA,2004
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Medium,4,148,4/9/2004 0:00,8,10238,31 12 3555,100.0,S18_4721,Classic Cars,2,44,6350.96,Shipped,EMEA,2004
"25, rue Lauriston",Paris,Dominique,Perrier,France,Auto Canal Petit,Medium,5,148,5/26/2004 0:00,4,10252,(1) 47.55.6555,100.0,S18_4721,Classic Cars,2,26,3559.4,Shipped,EMEA,2004
8616 Spinnaker Dr.,Boston,Juri,Yoshido,USA,Gifts4AllAges.com,Small,6,148,6/30/2004 0:00,2,10264,6175559555,100.0,S18_4721,Classic Cars,2,20,2410.6,Shipped,NORTHAME,2004
7635 Spinnaker Dr.,Brickhaven,Miguel,Barajas,USA,Online Mini Collectables,Medium,8,148,8/2/2004 0:00,8,10276,6175557555,100.0,S18_4721,Classic Cars,3,48,5713.92,Shipped,NORTHAME,2004
Grenzacherweg 237,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd",Medium,8,148,8/30/2004 0:00,17,10287,0897-034555,100.0,S18_4721,Classic Cars,3,34,4300.32,Shipped,EMEA,2004
Keskuskatu 45,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.",Large,9,148,9/30/2004 0:00,2,10299,90-224 8555,100.0,S18_4721,Classic Cars,3,49,7947.31,Shipped,EMEA,2004
Mehrheimerstr. 369,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,10,148,10/16/2004 0:00,15,10310,0221-5554327,100.0,S18_4721,Classic Cars,4,40,5356.8,Shipped,EMEA,2004
5290 North Pendale Street,NYC,Kee,Kuo,USA,Microscale Inc.,Large,11,148,11/3/2004 0:00,3,10319,2125551957,100.0,S18_4721,Classic Cars,4,45,7901.1,Shipped,NORTHAME,2004
15 McCallum Street - NatWest Center #13-03,Makati City,Arnold,Cruz,Philippines,Cruz & Sons Co.,Medium,11,148,11/16/2004 0:00,4,10330,+63 2 555 3587,100.0,S18_4721,Classic Cars,4,50,6101.0,Shipped,ASIA,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Medium,11,148,11/24/2004 0:00,11,10342,03 9520 4555,100.0,S18_4721,Classic Cars,4,38,6276.46,Shipped,AUSTRALIA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,148,12/7/2004 0:00,2,10355,(91) 555 94 44,100.0,S18_4721,Classic Cars,4,25,4203.5,Shipped,EMEA,2004
"Software Engineering Center, SEC Oy",Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Small,1,148,1/6/2005 0:00,13,10363,+358 9 8045 555,58.18,S18_4721,Classic Cars,1,28,1629.04,Shipped,EMEA,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,2,148,2/10/2005 0:00,8,10378,(91) 555 94 44,67.14,S18_4721,Classic Cars,1,49,3289.86,Shipped,EMEA,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,148,3/4/2005 0:00,3,10390,4155551450,100.0,S18_4721,Classic Cars,1,49,6862.94,Shipped,NORTHAME,2005
